material_id,cpse_name,cpse_material_code,category,noun,modifier,description,unit_of_measure,attribute_values,technical_spec,unspsc_code,functional_equivalent_group,common_national_material_code,is_duplicate,ai_match_confidence,best_match_material_id,best_match_cpse,best_match_code,best_match_description
775,ONGC,ON000775,Electrical,CABLE,MV,CABLE MV CUSTOM,EACH,{},,26000075,775,CNMC-000775,False,47.4,858,IOCL,IO000858,CABLE POWER CUSTOM
257,HPCL,HP000257,Bearings,BEARING,THRUST,BEARING THRUST TYPE Seal Type:STD,EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '3/4""', 'Width': '5mm', 'Load Rating': '5KW', 'Seal Type': 'STD'}","Inside Diameter: 1"" | Outside Diameter: 3/4"" | Width: 5mm | Load Rating: 5KW | Seal Type: STD",31170062,255,CNMC-000255,True,91.1,255,BPCL,BP000255,THRUST TYPE BEARING Seal Type:STD
744,GAIL,GA000744,Instruments,PRESSURE GAUGE,ANALOG,PRESSURE GAUGE-ANALOG Output Signal:LIGHT,NOSS,"{'Range': '0-16 BAR', 'Accuracy': 'STD', 'Output Signal': 'LIGHT', 'Process Connection': 'HEAVY', 'Housing Material': 'CAST IRON'}",Range: 0-16 BAR | Accuracy: STD | Output Signal: LIGHT | Process Connection: HEAVY | Housing Material: CAST IRON,41000061,744,CNMC-000744,True,88.1,747,BHEL,BH000747,PRESSURE GAUGE ANALOG TYPE Output Signal:LIGHT
484,CCL,CC000484,Pumps,PUMP,POSITIVE DISPLACEMENT,"pump, positive displacement power:50kw",EACH,"{'Flow Rate': '100 M3/H', 'Head': 'LIGHT', 'Power': '50KW', 'Speed': 'LIGHT', 'Impeller Material': 'CARBON STEEL'}",Flow Rate: 100 M3/H | Head: LIGHT | Power: 50KW | Speed: LIGHT | Impeller Material: CARBON STEEL,40150077,484,CNMC-000484,False,65.3,483,CPCL,CP000483,pump (positive displacement) flow rate:100 m3/h
651,BHEL,BH000651,Gaskets & Seals,PACKING,SPIRAL WOUND,PACKING-SPIRAL WOUND Thickness:2mm,EACH,"{'Inner Diameter': '1""', 'Outer Diameter': '1/2""', 'Thickness': '2mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '150 PSI'}","Inner Diameter: 1"" | Outer Diameter: 1/2"" | Thickness: 2mm | Material: STAINLESS STEEL 304 | Pressure Rating: 150 PSI",31180089,651,CNMC-000651,False,65.2,652,CPCL,CP000652,"SPIRAL WOUND TYPE PACKING Inner Diameter:1"""
394,BPCL,BP000394,Fasteners,SCREW,LOCK,"SCREW, LOCK Diameter:8""",NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CAST IRON', 'Finish': 'STD'}","Diameter: 8"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: CAST IRON | Finish: STD",31160062,394,CNMC-000394,False,68.7,392,BHEL,BH000392,"SCREW, LOCK Finish:STD"
223,CPCL,CP000223,Bearings,BEARING,BALL,BEARING BALL TYPE Load Rating:50KW,NOS,"{'Inside Diameter': '8""', 'Outside Diameter': '3""', 'Width': '5mm', 'Load Rating': '50KW', 'Seal Type': 'STD'}","Inside Diameter: 8"" | Outside Diameter: 3"" | Width: 5mm | Load Rating: 50KW | Seal Type: STD",31170062,223,CNMC-000223,True,88.1,225,SAIL,SA000225,BEARING-BALL Load Rating:50KW
180,CPCL,CP000180,Valves,VALVE,CHECK,"VALVE, CHECK End Connection:STD",EACH,"{'Size': '10""', 'Pressure Rating': '150 PSI', 'Body Material': 'CARBON STEEL', 'End Connection': 'STD', 'Temperature Rating': '15HP'}","Size: 10"" | Pressure Rating: 150 PSI | Body Material: CARBON STEEL | End Connection: STD | Temperature Rating: 15HP",40140061,180,CNMC-000180,True,85.2,182,BHEL,BH000182,CHECK TYPE VALVE End Connection:STD
754,CCL,CC000754,Instruments,TEMPERATURE TRANSMITTER,ANALOG,TEMPERATURE TRANSMITTER-ANALOG Range:0-10 BAR,EACH,"{'Range': '0-10 BAR', 'Accuracy': 'STD', 'Output Signal': 'HEAVY', 'Process Connection': 'HIGH', 'Housing Material': 'CAST IRON'}",Range: 0-10 BAR | Accuracy: STD | Output Signal: HEAVY | Process Connection: HIGH | Housing Material: CAST IRON,41000059,754,CNMC-000754,False,67.0,752,HPCL,HP000752,TEMPERATURE TRANSMITTER (ANALOG) Housing Material:CAST IRON
829,CCL,CC000829,Valves,VALVE,GLOBE,VALVE GLOBE CUSTOM,EACH,{},,40140061,829,CNMC-000829,True,80.0,846,GAIL,GA000846,VALVE GLOBE CUSTOM
325,IOCL,IO000325,Fasteners,NUT,HEX HEAD,HEX HEAD TYPE NUT Thread Pitch:NORMAL,NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'LIGHT'}","Diameter: 8"" | Length: 20FT | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 304 | Finish: LIGHT",31160062,322,CNMC-000322,True,86.7,322,NTPC,NT000322,NUT-HEX HEAD Thread Pitch:NORMAL
536,NTPC,NT000536,Electrical,CIRCUIT BREAKER,MV,"CIRCUIT BREAKER, MV Insulation Type:HIGH",EACH,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,536,CNMC-000536,True,87.9,539,GAIL,GA000539,MV CIRCUIT BREAKER Insulation Type:HIGH
10,CCL,CC000010,Pipes & Tubes,TUBING,CARBON STEEL,TUBING CARBON STEEL TYPE End Type:HEAVY,METER,"{'Diameter': '1/2""', 'Wall Thickness': '5mm', 'Length': '3M', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'HEAVY'}","Diameter: 1/2"" | Wall Thickness: 5mm | Length: 3M | Material Grade: STAINLESS STEEL 304 | End Type: HEAVY",27100056,10,CNMC-000010,False,74.9,11,BHEL,BH000011,TUBING CARBON STEEL TYPE Length:3M
250,BHEL,BH000250,Bearings,BEARING,ROLLER,"BEARING, ROLLER Outside Diameter:1""",NOS,"{'Inside Diameter': '3/4""', 'Outside Diameter': '1""', 'Width': '10mm', 'Load Rating': '100HP', 'Seal Type': 'NORMAL'}","Inside Diameter: 3/4"" | Outside Diameter: 1"" | Width: 10mm | Load Rating: 100HP | Seal Type: NORMAL",31170062,250,CNMC-000250,True,100.0,252,GAIL,GA000252,"BEARING (ROLLER) Outside Diameter:1"""
23,SAIL,SA000023,Pipes & Tubes,TUBING,WELDED,"TUBING-WELDED Diameter:8""",FOOT,"{'Diameter': '8""', 'Wall Thickness': '2mm', 'Length': '10FT', 'Material Grade': 'ALLOY STEEL', 'End Type': 'STD'}","Diameter: 8"" | Wall Thickness: 2mm | Length: 10FT | Material Grade: ALLOY STEEL | End Type: STD",27100056,23,CNMC-000023,False,63.1,22,CPCL,CP000022,"tubing, welded material grade:alloy steel"
357,BPCL,BP000357,Fasteners,STUD,HEX HEAD,HEX HEAD STUD Thread Pitch:STD,NOS,"{'Diameter': '1""', 'Length': '6M', 'Thread Pitch': 'STD', 'Material Grade': 'BRONZE', 'Finish': 'LIGHT'}","Diameter: 1"" | Length: 6M | Thread Pitch: STD | Material Grade: BRONZE | Finish: LIGHT",31160032,357,CNMC-000357,False,66.8,355,ONGC,ON000355,"HEX HEAD STUD Diameter:1"""
222,NTPC,NT000222,Bearings,BEARING,TAPERED ROLLER,"TAPERED ROLLER BEARING Inside Diameter:1/2""",EACH,"{'Inside Diameter': '1/2""', 'Outside Diameter': '2""', 'Width': '12mm', 'Load Rating': '20HP', 'Seal Type': 'STD'}","Inside Diameter: 1/2"" | Outside Diameter: 2"" | Width: 12mm | Load Rating: 20HP | Seal Type: STD",31170062,221,CNMC-000221,True,100.0,221,BHEL,BH000221,"TAPERED ROLLER BEARING Inside Diameter:1/2"""
607,IOCL,IO000607,Gaskets & Seals,GASKET,METAL JACKETED,"GASKET (METAL JACKETED) Inner Diameter:3/4""",NOS,"{'Inner Diameter': '3/4""', 'Outer Diameter': '3/4""', 'Thickness': '15mm', 'Material': 'CARBON STEEL', 'Pressure Rating': '1500 PSI'}","Inner Diameter: 3/4"" | Outer Diameter: 3/4"" | Thickness: 15mm | Material: CARBON STEEL | Pressure Rating: 1500 PSI",31180096,607,CNMC-000607,True,84.2,609,CCL,CC000609,"METAL JACKETED TYPE GASKET Inner Diameter:3/4"""
774,ONGC,ON000774,Valves,VALVE,GLOBE,VALVE GLOBE STD,EACH,{},,40140061,774,CNMC-000774,True,80.0,865,BPCL,BP000865,VALVE GLOBE STD
885,HPCL,HP000885,Gaskets & Seals,O-RING,GRAPHITE,O-RING GRAPHITE STD,NOS,{},,31180009,885,CNMC-000885,False,47.4,641,IOCL,IO000641,"O-RING, GRAPHITE Thickness:20mm"
534,HPCL,HP000534,Electrical,SWITCH,HV,SWITCH (HV) Current Rating:50KW,EACH,"{'Voltage': '11KV', 'Current Rating': '50KW', 'Power Rating': '5KW', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'STD'}",Voltage: 11KV | Current Rating: 50KW | Power Rating: 5KW | Conductor Material: CAST IRON | Insulation Type: STD,26000002,533,CNMC-000533,True,100.0,533,SAIL,SA000533,SWITCH-HV Current Rating:50KW
341,BPCL,BP000341,Fasteners,BOLT,FLANGE,BOLT (FLANGE) Material Grade:STAINLESS STEEL 304,KG,"{'Diameter': '3""', 'Length': '20FT', 'Thread Pitch': 'HEAVY', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'HIGH'}","Diameter: 3"" | Length: 20FT | Thread Pitch: HEAVY | Material Grade: STAINLESS STEEL 304 | Finish: HIGH",31160064,341,CNMC-000341,False,62.9,337,BHEL,BH000337,BOLT (HEX HEAD) Material Grade:STAINLESS STEEL 304
751,BHEL,BH000751,Instruments,TEMPERATURE TRANSMITTER,ANALOG,ANALOG TEMPERATURE TRANSMITTER Process Connection:HIGH,NOS,"{'Range': '0-10 BAR', 'Accuracy': 'STD', 'Output Signal': 'HEAVY', 'Process Connection': 'HIGH', 'Housing Material': 'CAST IRON'}",Range: 0-10 BAR | Accuracy: STD | Output Signal: HEAVY | Process Connection: HIGH | Housing Material: CAST IRON,41000059,751,CNMC-000751,False,62.5,752,HPCL,HP000752,TEMPERATURE TRANSMITTER (ANALOG) Housing Material:CAST IRON
531,BHEL,BH000531,Electrical,TRANSFORMER,INSTRUMENTATION,TRANSFORMER (INSTRUMENTATION) Power Rating:20HP,EACHS,"{'Voltage': '230V', 'Current Rating': '5KW', 'Power Rating': '20HP', 'Conductor Material': 'ALLOY STEEL', 'Insulation Type': 'STD'}",Voltage: 230V | Current Rating: 5KW | Power Rating: 20HP | Conductor Material: ALLOY STEEL | Insulation Type: STD,26000051,530,CNMC-000530,True,88.8,530,CPCL,CP000530,TRANSFORMER INSTRUMENTATION TYPE Power Rating:20HP
204,GAIL,GA000204,Valves,VALVE,BALL,"VALVE BALL TYPE Size:4""",EACHS,"{'Size': '4""', 'Pressure Rating': '900 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'NORMAL', 'Temperature Rating': '50KW'}","Size: 4"" | Pressure Rating: 900 PSI | Body Material: CAST IRON | End Connection: NORMAL | Temperature Rating: 50KW",40140061,204,CNMC-000204,False,78.4,203,SAIL,SA000203,"VALVE (BALL) Size:4"""
238,IOCL,IO000238,Bearings,BEARING,SPHERICAL,"BEARING, SPHERICAL Width:12mm",EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '2""', 'Width': '12mm', 'Load Rating': '100HP', 'Seal Type': 'STD'}","Inside Diameter: 1"" | Outside Diameter: 2"" | Width: 12mm | Load Rating: 100HP | Seal Type: STD",31170062,238,CNMC-000238,False,68.0,268,NTPC,NT000268,"BEARING, SPHERICAL Width:12mm"
94,ONGC,ON000094,Valves,VALVE,GLOBE,VALVE-GLOBE Temperature Rating:20HP,EACH,"{'Size': '1/2""', 'Pressure Rating': '2500 PSI', 'Body Material': 'BRONZE', 'End Connection': 'HIGH', 'Temperature Rating': '20HP'}","Size: 1/2"" | Pressure Rating: 2500 PSI | Body Material: BRONZE | End Connection: HIGH | Temperature Rating: 20HP",40140061,93,CNMC-000093,True,100.0,93,BPCL,BP000093,VALVE (GLOBE) Temperature Rating:20HP
495,SAIL,SA000495,Pumps,PUMP,MULTISTAGE,PUMP MULTISTAGE TYPE Speed:HIGH,NOSS,"{'Flow Rate': '100 M3/H', 'Head': 'HIGH', 'Power': '100HP', 'Speed': 'HIGH', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 100 M3/H | Head: HIGH | Power: 100HP | Speed: HIGH | Impeller Material: STAINLESS STEEL 304,40150077,492,CNMC-000492,True,100.0,492,CPCL,CP000492,PUMP MULTISTAGE TYPE Speed:HIGH
449,CPCL,CP000449,Pumps,PUMP,MULTISTAGE,PUMP MULTISTAGE TYPE Flow Rate:200 M3/H,EACH,"{'Flow Rate': '200 M3/H', 'Head': 'STD', 'Power': '10HP', 'Speed': 'LIGHT', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 200 M3/H | Head: STD | Power: 10HP | Speed: LIGHT | Impeller Material: STAINLESS STEEL 304,40150077,414,CNMC-000414,True,84.0,414,HPCL,HP000414,PUMP MULTISTAGE TYPE Flow Rate:200 M3/H
834,GAIL,GA000834,Instruments,FLOW METER,ELECTRONIC,FLOW METER ELECTRONIC HEAVY,EACH,{},,41000046,834,CNMC-000834,False,48.0,671,HPCL,HP000671,FLOW METER-ELECTRONIC Range:0-16 BAR
285,CCL,CC000285,Bearings,BEARING,ROLLER,"BEARING ROLLER TYPE Outside Diameter:8""",NOSS,"{'Inside Diameter': '3""', 'Outside Diameter': '8""', 'Width': '2mm', 'Load Rating': '100HP', 'Seal Type': 'HIGH'}","Inside Diameter: 3"" | Outside Diameter: 8"" | Width: 2mm | Load Rating: 100HP | Seal Type: HIGH",31170062,281,CNMC-000281,True,83.2,281,NTPC,NT000281,"BEARING (ROLLER) Outside Diameter:8"""
185,SAIL,SA000185,Valves,VALVE,BUTTERFLY,VALVE (BUTTERFLY) End Connection:LIGHT,EACH,"{'Size': '2""', 'Pressure Rating': '300 PSI', 'Body Material': 'CARBON STEEL', 'End Connection': 'LIGHT', 'Temperature Rating': '100HP'}","Size: 2"" | Pressure Rating: 300 PSI | Body Material: CARBON STEEL | End Connection: LIGHT | Temperature Rating: 100HP",40140061,185,CNMC-000185,True,100.0,189,ONGC,ON000189,VALVE-BUTTERFLY End Connection:LIGHT
758,CPCL,CP000758,Pipes & Tubes,TUBING,GALVANIZED,TUBING GALVANIZED HEAVY,FOOT,{},,27100056,758,CNMC-000758,False,55.2,62,SAIL,SA000062,TUBING-GALVANIZED End Type:HEAVY
435,GAIL,GA000435,Pumps,PUMP,CENTRIFUGAL,CENTRIFUGAL PUMP Head:LIGHT,EACH,"{'Flow Rate': '200 M3/H', 'Head': 'LIGHT', 'Power': '50HP', 'Speed': 'NORMAL', 'Impeller Material': 'CAST IRON'}",Flow Rate: 200 M3/H | Head: LIGHT | Power: 50HP | Speed: NORMAL | Impeller Material: CAST IRON,40150077,435,CNMC-000435,False,60.1,433,SAIL,SA000433,"PUMP, CENTRIFUGAL Power:50HP"
540,CCL,CC000540,Electrical,CIRCUIT BREAKER,MV,MV CIRCUIT BREAKER Power Rating:20HP,NOS,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,540,CNMC-000540,False,62.7,539,GAIL,GA000539,MV CIRCUIT BREAKER Insulation Type:HIGH
154,CPCL,CP000154,Valves,VALVE,BUTTERFLY,BUTTERFLY TYPE VALVE End Connection:LIGHT,EACH,"{'Size': '3/4""', 'Pressure Rating': '2500 PSI', 'Body Material': 'STAINLESS STEEL 304', 'End Connection': 'LIGHT', 'Temperature Rating': '10KW'}","Size: 3/4"" | Pressure Rating: 2500 PSI | Body Material: STAINLESS STEEL 304 | End Connection: LIGHT | Temperature Rating: 10KW",40140061,154,CNMC-000154,False,68.0,188,CCL,CC000188,BUTTERFLY TYPE VALVE End Connection:LIGHT
76,SAIL,SA000076,Pipes & Tubes,TUBING,WELDED,WELDED TUBING Length:20FT,FOOTS,"{'Diameter': '6""', 'Wall Thickness': '12mm', 'Length': '20FT', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'HIGH'}","Diameter: 6"" | Wall Thickness: 12mm | Length: 20FT | Material Grade: STAINLESS STEEL 304 | End Type: HIGH",27100056,76,CNMC-000076,False,70.2,79,BHEL,BH000079,"WELDED TUBING Diameter:6"""
663,IOCL,IO000663,Instruments,TEMPERATURE TRANSMITTER,SMART,SMART TEMPERATURE TRANSMITTER Accuracy:LIGHT,EACH,"{'Range': '0-40 BAR', 'Accuracy': 'LIGHT', 'Output Signal': 'HEAVY', 'Process Connection': 'LIGHT', 'Housing Material': 'CARBON STEEL'}",Range: 0-40 BAR | Accuracy: LIGHT | Output Signal: HEAVY | Process Connection: LIGHT | Housing Material: CARBON STEEL,41000059,663,CNMC-000663,False,62.3,666,CCL,CC000666,TEMPERATURE TRANSMITTER-SMART Range:0-40 BAR
718,HPCL,HP000718,Instruments,PRESSURE GAUGE,DIGITAL,PRESSURE GAUGE-DIGITAL Housing Material:CARBON STEEL,EACH,"{'Range': '0-100 BAR', 'Accuracy': 'STD', 'Output Signal': 'STD', 'Process Connection': 'LIGHT', 'Housing Material': 'CARBON STEEL'}",Range: 0-100 BAR | Accuracy: STD | Output Signal: STD | Process Connection: LIGHT | Housing Material: CARBON STEEL,41000061,718,CNMC-000718,False,63.9,719,CCL,CC000719,PRESSURE GAUGE-DIGITAL Accuracy:STD
278,NTPC,NT000278,Bearings,BEARING,ROLLER,roller type bearing width:3mm,EACH,"{'Inside Diameter': '1/2""', 'Outside Diameter': '4""', 'Width': '3mm', 'Load Rating': '5KW', 'Seal Type': 'LIGHT'}","Inside Diameter: 1/2"" | Outside Diameter: 4"" | Width: 3mm | Load Rating: 5KW | Seal Type: LIGHT",31170062,277,CNMC-000277,True,89.7,277,ONGC,ON000277,ROLLER BEARING Width:3mm
69,IOCL,IO000069,Pipes & Tubes,TUBE,WELDED,"TUBE, WELDED Diameter:4""",METER,"{'Diameter': '4""', 'Wall Thickness': '12mm', 'Length': '10FT', 'Material Grade': 'STAINLESS STEEL 316', 'End Type': 'HEAVY'}","Diameter: 4"" | Wall Thickness: 12mm | Length: 10FT | Material Grade: STAINLESS STEEL 316 | End Type: HEAVY",27100037,69,CNMC-000069,False,65.4,72,BPCL,BP000072,"TUBE, WELDED Length:10FT"
447,HPCL,HP000447,Pumps,PUMP,MULTISTAGE,MULTISTAGE PUMP Power:10HP,NOS,"{'Flow Rate': '200 M3/H', 'Head': 'STD', 'Power': '10HP', 'Speed': 'LIGHT', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 200 M3/H | Head: STD | Power: 10HP | Speed: LIGHT | Impeller Material: STAINLESS STEEL 304,40150077,420,CNMC-000420,True,87.1,452,IOCL,IO000452,"PUMP, MULTISTAGE Power:10HP"
570,BHEL,BH000570,Electrical,CIRCUIT BREAKER,INSTRUMENTATION,CIRCUIT BREAKER INSTRUMENTATION TYPE Voltage:11KV,NOS,"{'Voltage': '11KV', 'Current Rating': '50KW', 'Power Rating': '5HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'LIGHT'}",Voltage: 11KV | Current Rating: 50KW | Power Rating: 5HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: LIGHT,26000027,568,CNMC-000568,True,84.2,568,GAIL,GA000568,INSTRUMENTATION CIRCUIT BREAKER Voltage:11KV
189,ONGC,ON000189,Valves,VALVE,BUTTERFLY,VALVE-BUTTERFLY End Connection:LIGHT,NOS,"{'Size': '2""', 'Pressure Rating': '300 PSI', 'Body Material': 'CARBON STEEL', 'End Connection': 'LIGHT', 'Temperature Rating': '100HP'}","Size: 2"" | Pressure Rating: 300 PSI | Body Material: CARBON STEEL | End Connection: LIGHT | Temperature Rating: 100HP",40140061,185,CNMC-000185,True,100.0,185,SAIL,SA000185,VALVE (BUTTERFLY) End Connection:LIGHT
272,BHEL,BH000272,Bearings,BEARING,SPHERICAL,SPHERICAL TYPE BEARING Seal Type:STD,EACH,"{'Inside Diameter': '8""', 'Outside Diameter': '3/4""', 'Width': '2mm', 'Load Rating': '50HP', 'Seal Type': 'STD'}","Inside Diameter: 8"" | Outside Diameter: 3/4"" | Width: 2mm | Load Rating: 50HP | Seal Type: STD",31170062,269,CNMC-000269,True,100.0,269,BPCL,BP000269,SPHERICAL TYPE BEARING Seal Type:STD
669,IOCL,IO000669,Instruments,FLOW METER,ELECTRONIC,flow meter electronic type range:0-16 bar,EACH,"{'Range': '0-16 BAR', 'Accuracy': 'LIGHT', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'BRONZE'}",Range: 0-16 BAR | Accuracy: LIGHT | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: BRONZE,41000046,669,CNMC-000669,True,91.1,670,SAIL,SA000670,ELECTRONIC TYPE FLOW METER Range:0-16 BAR
864,IOCL,IO000864,Bearings,BEARING,BALL,BEARING BALL SPECIAL,NOS,{},,31170062,826,CNMC-000826,True,80.0,826,CCL,CC000826,BEARING BALL SPECIAL
237,BHEL,BH000237,Bearings,BEARING,SPHERICAL,"SPHERICAL BEARING Outside Diameter:2""",EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '2""', 'Width': '12mm', 'Load Rating': '100HP', 'Seal Type': 'STD'}","Inside Diameter: 1"" | Outside Diameter: 2"" | Width: 12mm | Load Rating: 100HP | Seal Type: STD",31170062,237,CNMC-000237,False,69.5,235,BPCL,BP000235,"BEARING-SPHERICAL Inside Diameter:1"""
89,SAIL,SA000089,Pipes & Tubes,TUBE,WELDED,"TUBE, WELDED Diameter:2""",METER,"{'Diameter': '2""', 'Wall Thickness': '2mm', 'Length': '3M', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'STD'}","Diameter: 2"" | Wall Thickness: 2mm | Length: 3M | Material Grade: STAINLESS STEEL 304 | End Type: STD",27100037,89,CNMC-000089,False,73.7,91,CPCL,CP000091,"WELDED TYPE TUBE Diameter:2"""
765,CPCL,CP000765,Fasteners,SCREW,SOCKET HEAD,SCREW SOCKET HEAD HEAVY,KG,{},,31160062,765,CNMC-000765,False,64.3,403,HPCL,HP000403,SCREW-SOCKET HEAD Finish:HEAVY
118,NTPC,NT000118,Valves,VALVE,CHECK,VALVE (CHECK) End Connection:NORMAL,NOSS,"{'Size': '2""', 'Pressure Rating': '600 PSI', 'Body Material': 'STAINLESS STEEL 316', 'End Connection': 'NORMAL', 'Temperature Rating': '5HP'}","Size: 2"" | Pressure Rating: 600 PSI | Body Material: STAINLESS STEEL 316 | End Connection: NORMAL | Temperature Rating: 5HP",40140061,118,CNMC-000118,False,61.8,119,SAIL,SA000119,"VALVE-CHECK Size:2"""
126,BHEL,BH000126,Valves,VALVE,GATE,gate type valve temperature rating:50kw,EACH,"{'Size': '12""', 'Pressure Rating': '150 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HEAVY', 'Temperature Rating': '50KW'}","Size: 12"" | Pressure Rating: 150 PSI | Body Material: CAST IRON | End Connection: HEAVY | Temperature Rating: 50KW",40140061,126,CNMC-000126,False,67.9,121,SAIL,SA000121,"GATE TYPE VALVE Size:12"""
756,CPCL,CP000756,Valves,VALVE,CHECK,VALVE CHECK SPECIAL,EACH,{},,40140061,756,CNMC-000756,True,80.0,761,CPCL,CP000761,VALVE CHECK SPECIAL
290,NTPC,NT000290,Bearings,BEARING,ROLLER,"bearing (roller) outside diameter:3""",EACH,"{'Inside Diameter': '3""', 'Outside Diameter': '3""', 'Width': '12mm', 'Load Rating': '5HP', 'Seal Type': 'STD'}","Inside Diameter: 3"" | Outside Diameter: 3"" | Width: 12mm | Load Rating: 5HP | Seal Type: STD",31170062,290,CNMC-000290,False,74.6,288,HPCL,HP000288,"BEARING-ROLLER Inside Diameter:3"""
239,NTPC,NT000239,Bearings,BEARING,SPHERICAL,SPHERICAL TYPE BEARING Seal Type:STD,EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '2""', 'Width': '12mm', 'Load Rating': '100HP', 'Seal Type': 'STD'}","Inside Diameter: 1"" | Outside Diameter: 2"" | Width: 12mm | Load Rating: 100HP | Seal Type: STD",31170062,239,CNMC-000239,False,68.0,272,BHEL,BH000272,SPHERICAL TYPE BEARING Seal Type:STD
1,CPCL,CP000001,Pipes & Tubes,PIPE,CARBON STEEL,CARBON STEEL PIPE Material Grade:STAINLESS STEEL 304,FOOTS,"{'Diameter': '8""', 'Wall Thickness': '10mm', 'Length': '3M', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'LIGHT'}","Diameter: 8"" | Wall Thickness: 10mm | Length: 3M | Material Grade: STAINLESS STEEL 304 | End Type: LIGHT",27100067,1,CNMC-000001,False,64.4,5,BPCL,BP000005,CARBON STEEL PIPE End Type:LIGHT
892,HPCL,HP000892,Instruments,LEVEL SWITCH,SMART,LEVEL SWITCH SMART SPECIAL,EACH,{},,41000004,892,CNMC-000892,False,59.1,866,BPCL,BP000866,LEVEL SWITCH SMART STD
478,IOCL,IO000478,Pumps,PUMP,SUBMERSIBLE,SUBMERSIBLE TYPE PUMP Impeller Material:STAINLESS STEEL 304,EACH,"{'Flow Rate': '25 M3/H', 'Head': 'LIGHT', 'Power': '25HP', 'Speed': 'LIGHT', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 25 M3/H | Head: LIGHT | Power: 25HP | Speed: LIGHT | Impeller Material: STAINLESS STEEL 304,40150077,478,CNMC-000478,True,92.2,479,ONGC,ON000479,SUBMERSIBLE PUMP Impeller Material:STAINLESS STEEL 304
784,NTPC,NT000784,Bearings,BEARING,ROLLER,BEARING ROLLER STD,NOS,{},,31170062,784,CNMC-000784,True,80.0,810,BHEL,BH000810,BEARING ROLLER STD
396,SAIL,SA000396,Fasteners,BOLT,HEX HEAD,"BOLT HEX HEAD TYPE Diameter:1""",KGS,"{'Diameter': '1""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'BRONZE', 'Finish': 'STD'}","Diameter: 1"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: BRONZE | Finish: STD",31160064,396,CNMC-000396,False,69.2,397,IOCL,IO000397,BOLT HEX HEAD TYPE Material Grade:BRONZE
537,SAIL,SA000537,Electrical,CIRCUIT BREAKER,MV,CIRCUIT BREAKER-MV Voltage:230V,METERS,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,537,CNMC-000537,True,100.0,538,BHEL,BH000538,CIRCUIT BREAKER-MV Voltage:230V
127,NTPC,NT000127,Valves,VALVE,PRESSURE RELIEF,"VALVE, PRESSURE RELIEF Body Material:BRONZE",EACH,"{'Size': '1/2""', 'Pressure Rating': '1500 PSI', 'Body Material': 'BRONZE', 'End Connection': 'HIGH', 'Temperature Rating': '10KW'}","Size: 1/2"" | Pressure Rating: 1500 PSI | Body Material: BRONZE | End Connection: HIGH | Temperature Rating: 10KW",40140061,127,CNMC-000127,True,100.0,129,BHEL,BH000129,valve (pressure relief) body material:bronze
